,Unnamed: 0,BusStopCode,Description,Latitude,Longitude,RoadName,planning_area
0,0,1012,Hotel Grand Pacific,1.29684825487647,103.85253591654006,Victoria St,DOWNTOWN CORE
1,1,1013,St. Joseph's Ch,1.29770970610083,103.8532247463225,Victoria St,ROCHOR
2,2,1019,Bras Basah Cplx,1.2969895119133201,103.85302201172509,Victoria St,DOWNTOWN CORE
3,3,1029,Opp Natl Lib,1.2966729849642,103.8544142246427,Nth Bridge Rd,DOWNTOWN CORE
4,4,1039,Bugis Cube,1.29820784139683,103.85549139837408,Nth Bridge Rd,DOWNTOWN CORE
5,5,1059,Bugis Stn Exit B,1.30075679526626,103.85611040457584,Victoria St,DOWNTOWN CORE
6,6,1109,Queen St Ter,1.30358577565355,103.85650372998224,Queen St,ROCHOR
7,7,1112,Opp Bugis Junction,1.30009212839081,103.85520027125814,Victoria St,ROCHOR
8,8,1113,Bugis Stn Exit A,1.30117297541547,103.8561140106393,Victoria St,DOWNTOWN CORE
9,9,1119,Bugis Junction,1.2996041093803998,103.85512934079573,Victoria St,DOWNTOWN CORE
10,10,1121,Stamford Pr Sch,1.30393809691048,103.85867999243207,Victoria St,ROCHOR
11,11,1129,Opp Stamford Pr Sch,1.30350269187301,103.85864530718493,Victoria St,ROCHOR
12,12,1139,Parkview Sq,1.30033057855542,103.857160806659,Nth Bridge Rd,DOWNTOWN CORE
13,13,1211,Opp Blk 461,1.30551803523268,103.8605449516032,Victoria St,KALLANG
14,14,1219,Blk 461,1.30526598535719,103.86072019914616,Victoria St,KALLANG
15,15,1229,Bef Sultan Mque,1.30337552638813,103.85963089198263,Nth Bridge Rd,ROCHOR
16,16,1231,Opp Textile Ctr,1.3032499999752,103.8610830559663,Jln Sultan,ROCHOR
17,17,1239,Sultan Plaza,1.30291236608351,103.86161817611134,Jln Sultan,KALLANG
18,18,1311,Lavender Stn Exit B,1.3070916463394,103.86219695240972,Kallang Rd,KALLANG
19,19,1319,Lavender Stn Exit A/ICA,1.30757426746418,103.86325596123476,Kallang Rd,KALLANG
20,20,1329,Blk 8,1.30495670239172,103.86363028484124,Nth Bridge Rd,KALLANG
21,21,1339,Bef Crawford Bridge,1.30774601733202,103.8642627465441,Crawford St,KALLANG
22,22,1341,Southbank,1.3064755560057801,103.86452527798744,Crawford St,KALLANG
23,23,1349,Opp Blk 4,1.30568635716829,103.86543994417885,Crawford St,KALLANG
24,24,1411,Opp St. John HQ,1.30211332865049,103.86295598167332,Beach Rd,KALLANG
25,25,1419,St. John HQ,1.3020199999911002,103.86326333301204,Beach Rd,KALLANG
26,26,1421,Opp Golden Mile Cplx,1.30338444400173,103.8648388889864,Beach Rd,KALLANG
27,27,1429,Golden Mile Cplx,1.3032136089394,103.86501584807765,Beach Rd,KALLANG
28,28,1511,Opp The Gateway,1.2991982610380701,103.85864518302436,Beach Rd,DOWNTOWN CORE
29,29,1519,The Gateway,1.29907492488417,103.8589102973441,Beach Rd,DOWNTOWN CORE
30,30,1521,Opp Plaza Parkroyal,1.30088304437602,103.86066098182194,Beach Rd,ROCHOR
31,31,1529,Plaza Parkroyal,1.3004166767652598,103.86044115259938,Beach Rd,ROCHOR
32,32,1541,Bugis Stn Exit D,1.2988646544225402,103.85734583628746,Rochor Rd,DOWNTOWN CORE
33,33,1549,Opp Duo Residences,1.30069868861162,103.85873120467069,Ophir Rd,ROCHOR
34,34,1559,Landmark Village Hotel,1.3016873107056202,103.85752923961614,Ophir Rd,ROCHOR
35,35,1611,Aft Raffles Hotel,1.2952725917134198,103.85533686181174,Beach Rd,DOWNTOWN CORE
36,36,1619,Esplanade Stn Exit F,1.2942869417824598,103.8550380942423,Beach Rd,DOWNTOWN CORE
37,37,1621,Opp Shaw Twrs,1.29695888888745,103.85655611109846,Beach Rd,DOWNTOWN CORE
38,38,1629,Shaw Twrs,1.2969597221995801,103.85686527780176,Beach Rd,DOWNTOWN CORE
39,39,1631,Aft Beach Rd,1.29693614589482,103.85580555528077,Middle Rd,DOWNTOWN CORE
40,40,1639,Bef Beach Rd,1.29738750001468,103.85557583297623,Middle Rd,DOWNTOWN CORE
41,41,2029,Opp S'pore Cricket Club,1.2887901514247602,103.85293318066765,Connaught Dr,DOWNTOWN CORE
42,42,2049,Raffles Hotel,1.29452091230981,103.85402155505173,Bras Basah Rd,DOWNTOWN CORE
43,43,2051,The Float @ Marina Bay,1.2895030556081999,103.85903388899315,Raffles Ave,DOWNTOWN CORE
44,44,2061,The Esplanade,1.2899638888957,103.85640388886263,Raffles Ave,DOWNTOWN CORE
45,45,2089,Pan Pacific Hotel,1.2915269444497501,103.85920611105041,Raffles Blvd,DOWNTOWN CORE
46,46,2099,Marina Ctr Ter,1.29147264805943,103.86148558380779,Raffles Blvd,DOWNTOWN CORE
47,47,2101,AFT S'PORE FLYER,1.28938483786533,103.86183148116275,Raffles Ave,DOWNTOWN CORE
48,48,2111,Esplanade Bridge,1.2909559234838899,103.85453419435228,Esplanade Dr,DOWNTOWN CORE
49,49,2119,Opp War Memorial Pk,1.29184407356581,103.85534334305085,Nicoll Highway,DOWNTOWN CORE
50,50,2141,Suntec Twr Two,1.2957657160303702,103.85933814632858,Temasek Blvd,DOWNTOWN CORE
51,51,2149,Suntec Twr Three,1.29560459817725,103.85955533029184,Temasek Blvd,DOWNTOWN CORE
52,52,2151,Suntec Convention Ctr,1.2931777632081398,103.85784623004032,Temasek Blvd,DOWNTOWN CORE
53,53,2159,Opp Suntec Convention Ctr,1.29360811227161,103.85840672828637,Temasek Blvd,DOWNTOWN CORE
54,54,2161,Promenade Stn,1.29268553508737,103.86093156188177,Temasek Ave,DOWNTOWN CORE
55,55,2169,Promenade Stn Exit B,1.2933383678058898,103.86070849052751,Temasek Ave,DOWNTOWN CORE
56,56,2171,Opp The Ritz-Carlton,1.2907000000389799,103.86092194446033,Temasek Ave,DOWNTOWN CORE
57,57,2181,Supreme Ct,1.28947444402148,103.85098166700016,Parliament Pl,DOWNTOWN CORE
58,58,3011,Fullerton Sq,1.28561840945474,103.85342223246427,Fullerton Rd,DOWNTOWN CORE
59,59,3019,OUE Bayfront,1.2842450000130001,103.853108055996,Collyer Quay,DOWNTOWN CORE
60,60,3021,Prudential Twr,1.28255524603003,103.84998903789257,Cecil St,DOWNTOWN CORE
61,61,3031,Raffles Pl Stn Exit F,1.28207492207952,103.85086074925066,Robinson Rd,DOWNTOWN CORE
62,62,3041,Telok Ayer Stn Exit A,1.2817950939470701,103.84893207391676,Cross St,OUTRAM
63,63,3059,One Raffles Quay,1.281111,103.851461,Raffles Quay,DOWNTOWN CORE
64,64,3071,OPP SO SOFITEL S'PORE,1.2799060962676398,103.84940030424481,Robinson Rd,DOWNTOWN CORE
65,65,3111,Aft Capital Twr,1.2778259536078997,103.8481011719729,Robinson Rd,DOWNTOWN CORE
66,66,3129,UIC Bldg,1.27807003532092,103.84956718123823,Shenton Way,DOWNTOWN CORE
67,67,3151,Opp GB Bldg,1.27892124625262,103.84776234627122,Cecil St,DOWNTOWN CORE
68,68,3217,Opp AXA Twr,1.2755221889764499,103.84794436749159,Shenton Way,DOWNTOWN CORE
69,69,3218,Opp MAS Bldg,1.2740788888386998,103.84687388890413,Shenton Way,DOWNTOWN CORE
70,70,3222,Hub Synergy Pt,1.27397836925637,103.84489562922415,Anson Rd,DOWNTOWN CORE
71,71,3223,Tanjong Pagar Stn Exit C,1.2757033952327,103.84632468221952,Anson Rd,DOWNTOWN CORE
72,72,3239,Shenton Way Ter,1.27464226961973,103.84756721372408,Shenton Way,DOWNTOWN CORE
73,73,3241,Mapletree Anson,1.2745600000000001,103.84536999999999,Anson Rd,DOWNTOWN CORE
74,74,3331,Bef Marina Gdns Dr,1.27663307202767,103.86076808024792,Marina Blvd,MARINA SOUTH
75,75,3339,Aft Marina Gdns Dr,1.27498516412784,103.85950016250489,Central Blvd,STRAITS VIEW
76,76,3341,Bef Gdns by the Bay,1.27959780011944,103.86433768440821,Marina Gdns Dr,MARINA SOUTH
77,77,3349,Aft Gdns by the Bay,1.2796560060992301,103.86477807955521,Marina Gdns Dr,MARINA SOUTH
78,78,3369,Marina Barrage,1.2796077206195902,103.8698744774074,Marina Gdns Dr,MARINA SOUTH
79,79,3371,Gdns by the Bay,1.2806647930346102,103.86626955523418,Marina Gdns Dr,MARINA SOUTH
80,80,3381,The Sail,1.28162601329006,103.85306513725685,Marina Blvd,DOWNTOWN CORE
81,81,3391,Marina Bay Financial Ctr,1.28037660340352,103.85498006767988,Marina Blvd,DOWNTOWN CORE
82,82,3411,Opp Marina Sth Pier,1.27159299884076,103.86300900488227,Marina Coastal Dr,STRAITS VIEW
83,83,3419,Marina Sth Pier,1.27127698470973,103.86297693157816,Marina Coastal Dr,STRAITS VIEW
84,84,3421,Marina Bay Cruise Ctr,1.2669409029471201,103.85964778134668,Marina Coastal Dr,invalid
85,85,3501,Marina Bay Sands Theatre,1.2850046767136698,103.86061105386429,Bayfront Ave,DOWNTOWN CORE
86,86,3509,Bayfront Stn Exit B/MBS,1.28314999997332,103.86004388891769,Bayfront Ave,DOWNTOWN CORE
87,87,3511,Aft Bayfront Stn Exit E,1.2819477947057099,103.8589706487248,Bayfront Ave,DOWNTOWN CORE
88,88,3519,Bayfront Stn Exit A,1.28124500000125,103.85884799997385,Bayfront Ave,DOWNTOWN CORE
89,89,3529,Downtown Stn,1.2793995741906299,103.85278769921705,Central Blvd,DOWNTOWN CORE
90,90,3539,Marina Bay Stn,1.2775330547661001,103.85561610012866,Central Blvd,DOWNTOWN CORE
91,91,4019,OPP BENCOOLEN STN EXIT B,1.29807216909408,103.84975607305785,Bencoolen St,MUSEUM
92,92,4029,BEF BENCOOLEN STN EXIT A,1.2994816669682099,103.8509266670124,Bencoolen St,ROCHOR
93,93,4111,Capitol Bldg,1.29395444170081,103.85139096636621,Stamford Rd,DOWNTOWN CORE
94,94,4121,SMU,1.29618544092334,103.84958029974614,Stamford Rd,MUSEUM
95,95,4142,Armenian Ch,1.2930982644668,103.84965994500729,Hill St,DOWNTOWN CORE
96,96,4143,Stamford Ct,1.29411640848293,103.85020606905505,Hill St,MUSEUM
97,97,4149,Grand Pk City Hall,1.2927613239995301,103.84983741344307,Hill St,DOWNTOWN CORE
98,98,4151,Cath Of The Good Shepherd,1.29533777799211,103.8511397219812,Victoria St,MUSEUM
99,99,4159,Aft Chijmes,1.2948948495494499,103.85108138663935,Victoria St,DOWNTOWN CORE
100,100,4167,City Hall Stn Exit B,1.29250006522444,103.85145315468637,Nth Bridge Rd,DOWNTOWN CORE
101,101,4168,Aft City Hall Stn Exit B,1.29208221483052,103.85125994680256,Nth Bridge Rd,DOWNTOWN CORE
102,102,4179,AFT BRAS BASAH STN EXIT A,1.2964791630674097,103.85147164487202,Bras Basah Rd,MUSEUM
103,103,4211,Clarke Quay,1.29043611099357,103.84712444398056,River Valley Rd,SINGAPORE RIVER
104,104,4219,Opp Clarke Quay,1.29096802754795,103.84686777836988,River Valley Rd,MUSEUM
105,105,4222,Clarke Quay Stn Exit E,1.28898962180798,103.84708976365569,Eu Tong Sen St,SINGAPORE RIVER
106,106,4223,Old Hill St Police Stn,1.2908447613749499,103.84857901022669,Hill St,DOWNTOWN CORE
107,107,4229,High St Ctr,1.29044830830726,103.84875123545264,Hill St,DOWNTOWN CORE
108,108,4239,Opp Clarke Quay Stn,1.28882717929599,103.8474938118651,New Bridge Rd,SINGAPORE RIVER
109,109,4249,Opp The Treasury,1.29043039362749,103.850262165082,Nth Bridge Rd,DOWNTOWN CORE
110,110,4251,Opp High St Ctr,1.2897383329756298,103.84888472198023,Nth Boat Quay,DOWNTOWN CORE
111,111,4311,Aft River Valley Rd,1.2946457533735098,103.84392142293119,Clemenceau Ave,MUSEUM
112,112,4321,Shell HSE,1.2921400077773,103.84303646191059,Clemenceau Ave,SINGAPORE RIVER
113,113,4329,Opp Shell HSE,1.29197057108024,103.84328384973516,Clemenceau Ave,SINGAPORE RIVER
114,114,4331,BEF FORT CANNING STN,1.29183939431601,103.84504089382703,River Valley Rd,SINGAPORE RIVER
115,115,4339,FORT CANNING STN EXIT B,1.29221099996741,103.8450050000296,River Valley Rd,MUSEUM
116,116,5009,Opp OCBC Ctr,1.2859255408248897,103.8492364296527,Nth Canal Rd,SINGAPORE RIVER
117,117,5012,Bef Pearl'S Hill Terr,1.28154583300728,103.84087722199499,Eu Tong Sen St,OUTRAM
118,118,5013,Chinatown Stn Exit C,1.2840697994593602,103.84299874303984,Eu Tong Sen St,OUTRAM
119,119,5019,Aft Duxton Plain Pk ,1.2811838888548401,103.84105000000471,New Bridge Rd,OUTRAM
120,120,5022,Aft Chinatown Stn Exit D,1.28571089865595,103.84437203405348,Eu Tong Sen St,OUTRAM
121,121,5023,Opp Hong Lim Pk,1.2869292835749802,103.84540375642477,Eu Tong Sen St,SINGAPORE RIVER
122,122,5029,Boat Quay,1.28712283362119,103.84819780822524,Sth Bridge Rd,SINGAPORE RIVER
123,123,5039,New Bridge Ctr,1.2829381912983402,103.84254276754574,New Bridge Rd,OUTRAM
124,124,5049,Chinatown Pt,1.28531114761754,103.84455070696785,New Bridge Rd,OUTRAM
125,125,5059,Hong Lim Pk,1.2867642011849099,103.84575036447063,New Bridge Rd,SINGAPORE RIVER
126,126,5069,Outram Pk Stn Exit H,1.2802762995963202,103.84029791443085,New Bridge Rd,OUTRAM
127,127,5129,Hong Lim Pk,1.2860116669956898,103.84634666701143,Upp Pickering St,OUTRAM
128,128,5131,Opp Hong Lim Cplx,1.284073056,103.84533809999999,Upp Cross St,OUTRAM
129,129,5189,Opp Sri Mariamman Tp,1.2820913960391,103.84528061446952,Sth Bridge Rd,OUTRAM
130,130,5199,Opp Hong Lim Cplx,1.2845145584609199,103.84666049314173,Sth Bridge Rd,OUTRAM
131,131,5239,Bef The Pinnacle@Duxton,1.27854113014976,103.8415105424013,Neil Rd,OUTRAM
132,132,5241,Opp Blk 333,1.28071988238536,103.8422748865487,Kreta Ayer Rd,OUTRAM
133,133,5259,Aft Kreta Ayer Rd,1.2797944783703201,103.84262707605177,Neil Rd,OUTRAM
134,134,5269,Maxwell Rd FC,1.28097747304602,103.84460051710636,Sth Bridge Rd,DOWNTOWN CORE
135,135,5271,Opp Fairfield Meth Ch,1.27975329525167,103.84382212419122,Tg Pagar Rd,OUTRAM
136,136,5319,OCBC Ctr,1.284437,103.849114,Church St,DOWNTOWN CORE
137,137,5411,Tg Pagar Plaza,1.27519165673078,103.84309190393884,Tg Pagar Rd,OUTRAM
138,138,5419,The Amara,1.27470669455555,103.84318683838889,Tg Pagar Rd,OUTRAM
139,139,5421,Aft Craig Rd,1.2777747056852902,103.84346347289251,Tg Pagar Rd,OUTRAM
140,140,5429,Bef Craig Rd,1.2776941305007499,103.84370654372525,Tg Pagar Rd,OUTRAM
141,141,5431,TOWER 15,1.2740799999999999,103.84204609999999,Hoe Chiang Rd,DOWNTOWN CORE
142,142,5519,Opp Maritime Hse,1.27553472200739,103.84112694400494,Cantonment Rd,OUTRAM
143,143,5521,Maritime Hse,1.2767686109831597,103.84059222200348,Cantonment Rd,OUTRAM
144,144,5629,Opp Southpoint,1.273211389,103.84187,Cantonment Rd,DOWNTOWN CORE
145,145,5631,Blk 16,1.27346055934188,103.84034718190607,Cantonment Link,BUKIT MERAH
146,146,5641,Bef Cantonment Rd,1.27272393115133,103.84140618785227,Keppel Rd,BUKIT MERAH
147,147,5649,Opp Customs Port Br HQ,1.2723842122117,103.84093912218094,Keppel Rd,BUKIT MERAH
148,148,5651,Opp Fuji Xerox Twrs,1.273218611,103.8430731,Tg Pagar Rd,DOWNTOWN CORE
149,149,6011,Opp Outram Pk Stn,1.2816599999696698,103.83801388886192,Outram Rd,BUKIT MERAH
150,150,6029,Outram Pk Stn,1.28177041153491,103.83838284882928,Outram Rd,BUKIT MERAH
151,151,6031,Opp Blk 13,1.2860705555216498,103.83879166662209,Chin Swee Rd,OUTRAM
152,152,6039,Blk 8,1.2870599788311898,103.83962555611693,Chin Swee Rd,OUTRAM
153,153,6049,BEF OUTRAM FLYOVER,1.2847485688025901,103.83517705055232,Outram Rd,BUKIT MERAH
154,154,6051,Blk 55,1.28475980959972,103.83405671725487,Tiong Bahru Rd,BUKIT MERAH
155,155,6069,Aft Furama RiverFront,1.28623157720487,103.83496162445664,Outram Rd,OUTRAM
156,156,6071,Blk 2B,1.2868585948128899,103.83360028266563,Zion Rd,BUKIT MERAH
157,157,6081,Blk 94,1.28837086415387,103.83349881780524,Zion Rd,BUKIT MERAH
158,158,6129,Grand Copthorne Hotel,1.2907816205235199,103.83440916705555,Kim Seng Rd,BUKIT MERAH
159,159,6131,The Boys' Brigade HQ,1.2915247220083301,103.8322275000151,Zion Rd,BUKIT MERAH
160,160,6141,Holiday Inn Atrium,1.28963300933974,103.83381241921823,Havelock Rd,BUKIT MERAH
161,161,6149,Opp Holiday Inn Atrium,1.28984045728104,103.83411526676927,Havelock Rd,BUKIT MERAH
162,162,6151,Hotel Miramar,1.2887097684146103,103.83737276969174,Havelock Rd,SINGAPORE RIVER
163,163,6159,Opp Hotel Miramar,1.2890938542118797,103.8368794036018,Havelock Rd,SINGAPORE RIVER
164,164,6161,Blk 2,1.2890170567841899,103.83994286096713,Havelock Rd,OUTRAM
165,165,6169,River Pl Condo,1.28937078931125,103.83998944937588,Havelock Rd,SINGAPORE RIVER
166,166,6171,Opp State Ct,1.286101944,103.84253559999999,Upp Cross St,OUTRAM
167,167,6189,Ctrl Sq,1.2877913647786798,103.84329428089559,Havelock Rd,OUTRAM
168,168,7011,Peace Ctr,1.3009969905852201,103.84981018743049,Selegie Rd,ROCHOR
169,169,7021,Selegie Ctr,1.30324521574524,103.84995776766847,Selegie Rd,ROCHOR
170,170,7031,Tekka Ctr,1.3057208329841201,103.85120583303193,S'goon Rd,ROCHOR
171,171,7111,Broadway Hotel,1.3087936646591898,103.85317519940679,S'goon Rd,ROCHOR
172,172,7211,Aft Farrer Pk Stn Exit G,1.31313747728456,103.85635614397141,S'goon Rd,KALLANG
173,173,7221,Sri Vadapathira K Tp,1.314966,103.85781899999999,S'goon Rd,KALLANG
174,174,7231,Bef Tai Hoe Hotel,1.309658889,103.8573711,Kitchener Rd,KALLANG
175,175,7241,Bef S'Goon Rd,1.31557142083242,103.85900616698895,Lavender St,KALLANG
176,176,7249,Aft Kempas Rd,1.3153680559999998,103.85946690000002,Lavender St,KALLANG
177,177,7319,Aft Allenby Rd,1.3103883329980301,103.85870666696985,Jln Besar,KALLANG
178,178,7329,Hoa Nam Bldg,1.3128447258343798,103.85989088288473,Jln Besar,KALLANG
179,179,7331,Aft King George's Ave,1.30824994545395,103.85890960719179,Kitchener Rd,KALLANG
180,180,7351,ARC 380,1.31351833300073,103.86054527803076,Lavender St,KALLANG
181,181,7359,OPP ARC 380,1.3136825306597901,103.86071451807119,Lavender St,KALLANG
182,182,7361,Bef Kallang Bahru,1.3116763606831299,103.86189483728585,Lavender St,KALLANG
183,183,7369,Aft Kallang Bahru,1.31140805601851,103.86237888899063,Lavender St,KALLANG
184,184,7371,Aft Kallang Rd,1.30950750000455,103.86350138902452,Lavender St,KALLANG
185,185,7379,Aperia/Bef Kallang Rd ,1.31017336740849,103.86338225534828,Lavender St,KALLANG
186,186,7419,Opp Veerasamy Rd,1.30653024120879,103.85616302493109,Jln Besar,ROCHOR
187,187,7517,IBIS S'PORE ON BENCOOLEN,1.30145216158073,103.85247781934108,Bencoolen St,ROCHOR
188,188,7518,OPP NAFA CAMPUS 3,1.30095828368506,103.85211175034802,Bencoolen St,ROCHOR
189,189,7529,JLN BESAR STN EXIT A,1.30431906266143,103.85501564257022,Jln Besar,ROCHOR
190,190,7531,Rochor Stn,1.30365644370093,103.8525732326128,Rochor Canal Rd,ROCHOR
191,191,7539,Opp Rochor Stn,1.30461300741211,103.85200097209508,Sungei Rd,ROCHOR
192,192,7551,Fu Lu Shou Cplx,1.30171975809706,103.8546132267025,Rochor Rd,DOWNTOWN CORE
193,193,7561,Bef Waterloo St,1.2994544647193602,103.85267983857253,Middle Rd,ROCHOR
194,194,7569,Aft Waterloo St,1.29949531348401,103.85301395376233,Middle Rd,ROCHOR
195,195,7571,SUNSHINE PLAZA,1.3006344463228798,103.851140093146,Middle Rd,ROCHOR
196,196,7589,Ch of Our Lady of Lourdes,1.30320609782822,103.85549999983387,Ophir Rd,ROCHOR
197,197,8011,Opp Haw Par Glass Twr,1.2970698501736202,103.84361028672501,Clemenceau Ave,MUSEUM
198,198,8019,Aft Haw Par Glass Twr,1.29624633745957,103.84407009228418,Clemenceau Ave,MUSEUM
199,199,8031,Dhoby Ghaut Stn Exit B,1.2983115378359198,103.8452569595532,Penang Rd,MUSEUM
200,200,8041,YMCA,1.2981101424386698,103.84780636909544,Orchard Rd,MUSEUM
201,201,8057,Dhoby Ghaut Stn,1.29930997279734,103.84529021429744,Orchard Rd,MUSEUM
202,202,8058,Aft Dhoby Ghaut Stn,1.2989583431631,103.84654115271174,Orchard Rd,MUSEUM
203,203,8069,BENCOOLEN STN EXIT B,1.29821382250893,103.84936128375955,Bras Basah Rd,MUSEUM
204,204,8079,Sch of the Arts,1.2992144444558602,103.84910329217985,Prinsep St,MUSEUM
205,205,8111,Winsland Hse,1.2998692871583402,103.84093746088922,Penang Rd,ORCHARD
206,206,8121,Somerset Stn,1.3002756932658601,103.83877618459664,Somerset Rd,ORCHARD
207,207,8137,Orchard Plaza,1.30073968408393,103.84100500816842,Orchard Rd,ORCHARD
208,208,8138,Concorde Hotel S'pore,1.3004785730821002,103.84184700607595,Orchard Rd,ORCHARD
209,209,9011,Opp Ngee Ann City,1.30211335092372,103.83431672376757,Orchard Turn,ORCHARD
210,210,9022,Bef Orchard Stn Exit B,1.3025283477364298,103.83239784275958,Orchard Blvd,RIVER VALLEY
211,211,9023,Opp Orchard Stn/ION,1.30323727330942,103.83254180023424,Orchard Turn,ORCHARD
212,212,9037,Opp Mandarin Orchard,1.3023400420296,103.83701253388183,Orchard Rd,ORCHARD
213,213,9038,Opp Somerset Stn,1.3015426245056299,103.83852481842337,Orchard Rd,ORCHARD
214,214,9047,Orchard Stn/Tang Plaza,1.30446065207443,103.83294467208565,Orchard Rd,ORCHARD
215,215,9048,Orchard Stn/Lucky Plaza,1.3038668442511399,103.83413070051407,Orchard Rd,ORCHARD
216,216,9059,Natl Youth Council,1.30044251755834,103.8362380421602,Grange Rd,ORCHARD
217,217,9111,Opp Four Seasons Hotel,1.30453752623147,103.82914529614989,Orchard Blvd,RIVER VALLEY
218,218,9121,Bef Tomlinson Rd,1.3039737923824901,103.82699645124521,Orchard Blvd,RIVER VALLEY
219,219,9131,Grange Residences,1.3039199999848898,103.82333805603096,Grange Rd,TANGLIN
220,220,9139,Aft Cuscaden Rd,1.30419941874773,103.82354787581356,Grange Rd,ORCHARD
221,221,9141,British Council,1.30543500002797,103.82177666702269,Napier Rd,TANGLIN
222,222,9149,Opp British Council,1.3060898138194799,103.82122150233141,Napier Rd,TANGLIN
223,223,9159,Aft Tomlinson Rd,1.3060263755741799,103.82568042620605,Tanglin Rd,ORCHARD
224,224,9169,Delfi Orchard,1.3070135326348,103.82835507326037,Orchard Rd,ORCHARD
225,225,9179,Royal Thai Embassy,1.30587966240898,103.83049004618626,Orchard Rd,ORCHARD
226,226,9191,The Regent S'pore,1.3048865311831102,103.82549755834486,Tomlinson Rd,ORCHARD
227,227,9212,Royal Plaza On Scotts,1.30702238421536,103.83265522662565,Scotts Rd,ORCHARD
228,228,9213,Thong Teck Bldg,1.3078380560003402,103.83305083303024,Scotts Rd,ORCHARD
229,229,9219,Far East Plaza,1.30731999685228,103.833160882917,Scotts Rd,ORCHARD
230,230,10009,Bt Merah Int,1.28210155945393,103.81722480263164,Bt Merah Ctrl,BUKIT MERAH
231,231,10011,BEF NEIL RD,1.2777380589964,103.83749709165195,New Bridge Rd,BUKIT MERAH
232,232,10017,Aft Hosp Dr,1.2783204663339298,103.83762574759973,Eu Tong Sen St,BUKIT MERAH
233,233,10018,Outram Pk Stn Exit F/SGH,1.2790081966509899,103.83860360621959,Eu Tong Sen St,BUKIT MERAH
234,234,10021,Blk 3,1.27744837946643,103.8383889456075,Neil Rd,BUKIT MERAH
235,235,10041,BEF KAMPONG BAHRU TER,1.27605834770353,103.83519065305671,Kg Bahru Rd,BUKIT MERAH
236,236,10049,OPP KAMPONG BAHRU TER,1.27623302424393,103.83483786772156,Kg Bahru Rd,BUKIT MERAH
237,237,10051,Blk 149,1.2774116353283997,103.83214410914844,Jln Bt Merah,BUKIT MERAH
238,238,10059,Opp Blk 149,1.27739664167497,103.83275178077876,Jln Bt Merah,BUKIT MERAH
239,239,10061,Blk 140,1.27860472196885,103.82948638898172,Jln Bt Merah,BUKIT MERAH
240,240,10069,Opp Blk 140,1.27855472196877,103.83008250001669,Jln Bt Merah,BUKIT MERAH
241,241,10071,Blk 111,1.28045309423663,103.82638920754816,Jln Bt Merah,BUKIT MERAH
242,242,10079,Blk 201,1.2803950142786,103.82708906887606,Jln Bt Merah,BUKIT MERAH
243,243,10081,Opp Blk 120,1.2822783541701999,103.82241744338572,Jln Bt Merah,BUKIT MERAH
244,244,10089,Blk 119,1.28292332245689,103.82165660905856,Jln Bt Merah,BUKIT MERAH
245,245,10091,Bt Merah Town Ctr,1.28394108576437,103.81783962251122,Jln Bt Merah,BUKIT MERAH
246,246,10099,Opp Bt Merah Town Ctr,1.28420923932422,103.81765723225828,Jln Bt Merah,BUKIT MERAH
247,247,10101,OPP BT MERAH SEC SCH,1.2850619516886101,103.81378330114359,Jln Bt Merah,BUKIT MERAH
248,248,10109,BT MERAH SEC SCH,1.2853531572927699,103.81370529674273,Jln Bt Merah,BUKIT MERAH
249,249,10111,Opp Blk 28,1.2859283509855601,103.80935410958449,Jln Bt Merah,BUKIT MERAH
250,250,10119,Opp Pacific Tech Ctr,1.2859800901070402,103.81122515087836,Jln Bt Merah,BUKIT MERAH
251,251,10121,Blk 126 CP,1.2825992459880502,103.82890541983913,Kim Tian Rd,BUKIT MERAH
252,252,10129,Blk 121,1.28231999999009,103.8285719444802,Kim Tian Rd,BUKIT MERAH
253,253,10131,Opp Blk 2,1.28619141382394,103.80686549059318,Jln Bt Merah,BUKIT MERAH
254,254,10139,Blk 1,1.28635135443034,103.80810002234391,Jln Bt Merah,BUKIT MERAH
255,255,10141,Blk 18,1.2858384714046798,103.83238179897587,Tiong Bahru Rd,BUKIT MERAH
256,256,10149,Blk 1,1.28606797463712,103.83283384311113,Tiong Bahru Rd,BUKIT MERAH
257,257,10151,Ctrl Green Condo,1.28572048365401,103.82852922870951,Tiong Bahru Rd,BUKIT MERAH
258,258,10161,Opp Tiong Bahru Stn,1.28593135445772,103.82668969231536,Tiong Bahru Rd,BUKIT MERAH
259,259,10169,Tiong Bahru Stn,1.28599961406266,103.82748123930962,Tiong Bahru Rd,BUKIT MERAH
260,260,10171,Opp Tiong Bahru Pk,1.2873680804707799,103.82346004890805,Tiong Bahru Rd,BUKIT MERAH
261,261,10179,Tiong Bahru Pk,1.28722333302937,103.82395833301355,Tiong Bahru Rd,BUKIT MERAH
262,262,10181,BEF AR-RABITAH MQUE,1.28850399420484,103.82109741719866,Tiong Bahru Rd,BUKIT MERAH
263,263,10189,Blk 104A CP,1.2885880522280602,103.82183192865196,Tiong Bahru Rd,BUKIT MERAH
264,264,10191,Blk 78,1.2886002602009599,103.81903121724014,Tiong Bahru Rd,BUKIT MERAH
265,265,10199,Delta Swim Cplx,1.28875723330649,103.81936618662205,Tiong Bahru Rd,BUKIT MERAH
266,266,10201,Opp Redhill Stn,1.28928144532567,103.81662854691156,Tiong Bahru Rd,BUKIT MERAH
